match_id,started_at,demo_url
1-46fc3801-13a9-468c-b2e5-5bee38f1a3d8,1535669925,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/32d7556b-d862-438d-a45e-aa22b1261d78/32d7556b-d862-438d-a45e-aa22b1261d78.dem.gz
1-e014c30e-b1f4-45df-961b-2582aba59ff0,1535669437,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/9c7d1935-cae6-4745-82ce-80a485fd5594/9c7d1935-cae6-4745-82ce-80a485fd5594.dem.gz
1-39c94b5f-c33b-4a0a-bb6c-306c649dbeb8,1535668776,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/c97db70b-fa4d-4cb8-8316-1a14731ba4dd/c97db70b-fa4d-4cb8-8316-1a14731ba4dd.dem.gz
1-37aedc6b-7c14-4bf1-af5f-ddf4e548a08b,1535666423,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/7d83f9d0-c7ec-4968-a6ec-1f38a55b5605/7d83f9d0-c7ec-4968-a6ec-1f38a55b5605.dem.gz
1-a3961efb-2c49-4fcc-b99b-de5a97d6d736,1535666134,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/e7b037f8-247f-4109-ac66-da4eb729a16d/e7b037f8-247f-4109-ac66-da4eb729a16d.dem.gz
1-4aac2230-b7de-41bd-b753-c033ad7b2de7,1535664031,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/65ba27a2-04e0-439e-85c1-671184692cd6/65ba27a2-04e0-439e-85c1-671184692cd6.dem.gz
1-96e88419-0a62-46ab-9ee8-584d856a1523,1535663091,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/38802b83-aac4-4116-bc4e-6457cf943c11/38802b83-aac4-4116-bc4e-6457cf943c11.dem.gz
1-89759a0e-d6b4-44c5-b4ed-83046ae9b2cb,1535661741,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/aa909117-865a-4071-8829-df9523bd315a/aa909117-865a-4071-8829-df9523bd315a.dem.gz
1-81efff86-b299-4f92-8ec6-2ba136f6728d,1535659822,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/97c0dd62-29d3-4e94-88b9-2907bd52e86e/97c0dd62-29d3-4e94-88b9-2907bd52e86e.dem.gz
1-554779e2-d81a-4fc5-af0f-b8a600f3d8b1,1535658978,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/404d9c9b-313c-4345-afd2-142111031177/404d9c9b-313c-4345-afd2-142111031177.dem.gz
1-d51bbefd-e8a3-420f-80da-3daa8c654ce5,1535657908,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/b5f6f20b-24f0-40a8-97a3-030e65a4a711/b5f6f20b-24f0-40a8-97a3-030e65a4a711.dem.gz
1-c6279827-c07e-400c-af25-ca530181d95b,1535656496,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/1d88c103-9dea-43b7-ae61-c55a2ab83096/1d88c103-9dea-43b7-ae61-c55a2ab83096.dem.gz
1-a4bfd964-bb87-4307-95e0-5aa706bff36a,1535652650,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/c7b44a11-06fe-454a-bed7-671a7e57f717/c7b44a11-06fe-454a-bed7-671a7e57f717.dem.gz
